voltage,amplitude
3.6531348917028206,0.25468661507262497
3.679116969827615,0.2520514450556155
3.668317928856437,0.2529083742999221
3.663259110856778,0.2522374970939153
3.668754387984875,0.2522361842099961
3.6649599563445263,0.2520622351900642
3.665628022050916,0.25209105966288775
4.111666079202792,0.22770720111890735
4.1106129708395445,0.22726744582037264
4.102796631516304,0.22785139620527808
4.112890686032563,0.22739136813029073
4.095766450094935,0.22934099572145317
3.6025594883977976,0.2553354455979215
3.396255561920439,0.26405372407373356
3.3951159755527605,0.2639629793916677
3.383811715907549,0.2639443154079067
3.39138480227389,0.26336155157061175
3.3701689274328652,0.26354370399164667
3.372458339240894,0.26399766782798995
3.3583163123085487,0.26434601373543537
3.4057570184459025,0.2628410677704708
3.159678749121396,0.26931713199589447
3.1962308381820828,0.26837374713025486
3.171989017127573,0.2684332040561321
3.17979849740811,0.26817591909346744
3.1896419832846092,0.26800386617323074
3.175778883653987,0.2680699784634557
2.507297677984233,0.2640101588567018
2.4861057664024164,0.26314700561212667
2.504207718317232,0.263965317484492
2.4828397910626108,0.26260041123835953
2.50047217334017,0.2636548776292173
2.5009719097487433,0.2635406488938931
2.4982751611960956,0.2637222029669076
2.4872130697863004,0.26359297398091897
2.6189519506720034,0.2666821674354841
2.61798710712418,0.2666267025222808
2.6242559893082715,0.2662053490851372
2.639068514042612,0.2670443680220365
2.641026335696221,0.2668139945585369
2.6372048264220425,0.26684048628830803
2.8383415484127448,0.26997923317446915
2.8424363195557425,0.26968570338261155
2.836705041841962,0.2695295836803718
2.8383165132790102,0.2700312828572278
2.8509767967432786,0.269486613015011
2.8581774592025226,0.2704178649452041
2.854993364702955,0.26997609862139094
3.0342300825030533,0.270255250227355
3.025622838201814,0.27008747032838615
3.0422861151324954,0.27018629589718957
3.0388884052308844,0.26964609682711843
3.028746570076622,0.26998646642637225
